song_id,comment_n,comment_len,comment_len_mean,comment_len_stdev,words_clean_unique_n,words_clean_total_n,bsm_n_words,bsm_v_mean,bsm_v_std,bsm_a_mean,bsm_a_std,bsm_d_mean,bsm_d_std,emo_n_words,emo_v_total,emo_v_mean,emo_v_std,emo_a_total,emo_a_mean,emo_a_std,emo_d_total,emo_d_mean,emo_d_std,aff_n_words,aff_anger,aff_fear,aff_sadness,aff_joy,aff_anger_wt,aff_fear_wt,aff_sadness_wt,aff_joy_wt,lex_n_words,lex_joy,lex_trust,lex_anticipation,lex_surprise,lex_positive,lex_negative,lex_sadness,lex_fear,lex_disgust,hssent_n_words,hssent_uniq_avg,hssent_uniq_std,hssent_dupl_avg,anew_n_words,anew_v_total,anew_v_mean,anew_v_std,anew_a_total,anew_a_mean,anew_a_std,anew_d_total,anew_d_mean,anew_d_std,mpqa_n_words,mpqa_pos,mpqa_neu,mpqa_neg,song_valence,song_arousal
1198,1407.000000,77728.000000,55.243781,83.346546,4906,43383,2555.000000,5.665951,1.612894,4.042176,2.292141,5.665348,2.101416,2848.000000,0.592553,0.449236,0.528281,0.550483,0.228681,0.482546,0.173513,0.534234,0.183580,829.000000,0.425828,0.382520,0.452590,0.433083,0.078364,0.112655,0.104042,0.126280,2282.000000,0.066968,0.111512,0.112123,0.048576,0.213003,0.153611,0.082427,0.106135,0.042099,4851.000000,-0.032522,1.358096,0.071024,2555.000000,5.665951,4.042176,5.665348,5.316027,1.302777,4.168454,0.904865,5.474247,0.966426,1207.000000,0.409872,0.317830,0.271565,1.541257,1.704165,
2663,1.000000,124.000000,124.000000,0.000000,63,68,47.000000,6.486538,1.659808,4.137500,2.437885,5.793269,2.123462,52.000000,0.666123,0.428579,0.498456,0.656692,0.168459,0.427500,0.166031,0.492538,0.147511,9.000000,0.000000,0.167000,0.208500,0.506875,0.000000,0.015182,0.037909,0.368636,23.000000,0.187500,0.218750,0.218750,0.093750,0.187500,0.031250,0.062500,0.000000,0.000000,106.000000,0.438689,1.314561,0.471810,47.000000,6.486538,4.137500,5.793269,6.434043,0.956617,4.113617,0.657222,5.751064,0.728570,16.000000,0.578947,0.263158,0.157895,0.943647,0.754644,
3197,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,1.178325,1.183311,
1578,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,0.373325,-0.923151,
1955,67.000000,2423.000000,36.164179,36.075509,633,1340,403.000000,5.619598,1.649403,4.159070,2.296854,5.517577,2.133881,429.000000,0.569439,0.494733,0.531173,0.571266,0.230593,0.493683,0.182375,0.544853,0.168951,151.000000,0.562328,0.498608,0.491796,0.501268,0.142249,0.155692,0.104968,0.110953,367.000000,0.050938,0.075067,0.143432,0.042895,0.179625,0.210456,0.067024,0.096515,0.048257,870.000000,0.099689,1.233636,0.125663,403.000000,5.619598,4.159070,5.517577,5.566948,1.336219,4.233449,0.933481,5.530844,1.014390,207.000000,0.438914,0.264706,0.296380,0.815393,0.662457,
1844,148.000000,4916.000000,33.216216,86.787295,904,3140,557.000000,5.950242,1.656216,4.210272,2.389455,5.711578,2.136967,601.000000,0.629399,0.485863,0.544382,0.590832,0.212236,0.478842,0.178765,0.529236,0.168167,166.000000,0.512822,0.470489,0.305219,0.517619,0.075935,0.087799,0.065006,0.234136,438.000000,0.103374,0.134961,0.134961,0.053841,0.259871,0.109835,0.068916,0.055994,0.025844,1271.000000,0.197375,1.230718,0.271721,557.000000,5.950242,4.210272,5.711578,5.628097,1.268831,4.178725,0.949732,5.546679,0.908636,216.000000,0.496112,0.250389,0.251944,0.468834,0.353632,
1395,46.000000,1441.000000,31.326087,26.599962,377,806,240.000000,6.139846,1.675981,4.184327,2.388923,5.771615,2.102462,254.000000,0.651365,0.466747,0.525688,0.603358,0.218112,0.481146,0.186607,0.522000,0.164082,93.000000,0.477556,0.366182,0.423968,0.575456,0.043857,0.061653,0.067056,0.334704,221.000000,0.173664,0.152672,0.148855,0.059160,0.244275,0.068702,0.045802,0.059160,0.013359,583.000000,0.226166,1.235575,0.345136,240.000000,6.139846,4.184327,5.771615,5.788500,1.250954,4.161583,0.909874,5.635708,0.940914,119.000000,0.518072,0.261044,0.220884,0.291461,0.238399,
1392,42.000000,1251.000000,29.785714,27.665719,378,731,228.000000,6.118289,1.652478,4.154956,2.368991,5.744627,2.105855,237.000000,0.655187,0.458261,0.516066,0.630561,0.203859,0.464949,0.178011,0.524451,0.160497,73.000000,0.433333,0.289852,0.426286,0.554273,0.019259,0.057970,0.044207,0.361304,176.000000,0.174387,0.158038,0.168937,0.076294,0.247956,0.054496,0.027248,0.070845,0.005450,566.000000,0.238867,1.184384,0.315154,228.000000,6.118289,4.154956,5.744627,5.906667,1.158770,4.155219,0.940596,5.681140,0.896594,106.000000,0.507463,0.318408,0.174129,0.957291,0.390507,
985,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007664,0.791518,
1959,1.000000,7.000000,7.000000,0.000000,3,3,1.000000,5.640000,1.260000,3.570000,2.040000,5.940000,1.880000,1.000000,0.529000,0.269000,0.558000,0.529000,0.000000,0.269000,0.000000,0.558000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.280800,0.487070,0.280800,1.000000,5.640000,3.570000,5.940000,5.640000,0.000000,3.570000,0.000000,5.940000,0.000000,1.000000,1.000000,0.000000,0.000000,-1.935250,-0.655810,
3046,3.000000,58.000000,19.333333,6.806859,30,31,24.000000,6.015833,1.598333,4.378750,2.477500,5.739167,2.149167,24.000000,0.612458,0.548833,0.556750,0.612458,0.261041,0.548833,0.185458,0.556750,0.198896,7.000000,0.424000,0.312000,0.009000,0.731500,0.060571,0.044571,0.001286,0.418000,25.000000,0.160000,0.120000,0.120000,0.120000,0.240000,0.080000,0.040000,0.040000,0.040000,47.000000,0.774255,1.282700,0.774255,24.000000,6.015833,4.378750,5.739167,6.015833,1.426311,4.378750,0.752753,5.739167,0.805124,9.000000,0.777778,0.111111,0.111111,1.178325,1.183311,
205,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.373325,-0.923151,
145,4.000000,52.000000,13.000000,18.018509,32,38,13.000000,5.734118,1.594118,4.016471,2.271765,5.835294,2.389412,13.000000,0.531824,0.500059,0.507529,0.575308,0.188657,0.490692,0.108298,0.522154,0.112072,3.000000,0.250000,0.188000,0.000000,0.333000,0.083333,0.062667,0.000000,0.111000,9.000000,0.090909,0.000000,0.181818,0.090909,0.363636,0.090909,0.000000,0.090909,0.000000,44.000000,-0.024795,1.002824,-0.087218,13.000000,5.734118,4.016471,5.835294,5.811538,0.943988,4.034615,0.533192,5.871538,0.536701,6.000000,0.000000,0.666667,0.333333,-1.056572,0.736206,
2069,109.000000,7393.000000,67.825688,185.557061,1466,4627,832.000000,5.964055,1.621526,4.182255,2.390270,5.695985,2.131020,926.000000,0.620290,0.454566,0.532665,0.599937,0.210030,0.467795,0.177076,0.537947,0.172079,289.000000,0.438337,0.419054,0.415187,0.537254,0.061692,0.091261,0.082422,0.237984,746.000000,0.110187,0.119023,0.129938,0.066008,0.233888,0.133056,0.059771,0.072245,0.031185,1834.000000,0.240847,1.281016,0.288698,832.000000,5.964055,4.182255,5.695985,5.680938,1.217997,4.134591,0.914214,5.604748,0.889791,363.000000,0.487805,0.277073,0.235122,-1.213752,-0.239127,
520,1.000000,13.000000,13.000000,0.000000,7,7,3.000000,6.170000,1.763333,3.966667,2.370000,6.470000,1.770000,4.000000,0.688250,0.539250,0.647750,0.688250,0.200134,0.539250,0.193224,0.647750,0.173412,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.000000,0.794727,1.495199,0.794727,3.000000,6.170000,3.966667,6.470000,6.170000,1.220942,3.966667,0.165630,6.470000,0.466798,2.000000,0.500000,0.500000,0.000000,-0.308878,-0.102691,
1846,45.000000,992.000000,22.044444,41.180289,369,596,229.000000,6.024533,1.632473,4.176731,2.375714,5.769698,2.091181,239.000000,0.633472,0.469826,0.519984,0.602770,0.215810,0.458569,0.187508,0.513682,0.169222,71.000000,0.554182,0.576067,0.402400,0.555431,0.062845,0.089082,0.082969,0.292031,176.000000,0.126050,0.117647,0.113445,0.079832,0.218487,0.130252,0.067227,0.050420,0.050420,540.000000,0.215806,1.301703,0.281871,229.000000,6.024533,4.176731,5.769698,5.793886,1.199020,4.143450,0.939509,5.632314,0.863583,105.000000,0.428571,0.345238,0.226190,0.373325,-0.923151,
492,4.000000,1348.000000,337.000000,357.254345,330,883,193.000000,5.854951,1.662291,4.212291,2.386447,5.678408,2.153786,216.000000,0.606207,0.458034,0.527379,0.596046,0.194183,0.461843,0.168945,0.526954,0.159989,42.000000,0.447364,0.558737,0.274824,0.502185,0.048723,0.105109,0.046257,0.268495,123.000000,0.119741,0.122977,0.132686,0.067961,0.265372,0.129450,0.045307,0.055016,0.025890,450.000000,0.288451,1.137879,0.367394,193.000000,5.854951,4.212291,5.678408,5.746995,1.108056,4.173679,0.848266,5.646477,0.802423,66.000000,0.341615,0.260870,0.397516,-0.121499,-0.059670,
2540,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,-1.935250,-0.655810,
995,193.000000,3877.000000,20.088083,21.353852,1137,2195,712.000000,5.787860,1.672455,4.140158,2.337085,5.605364,2.153567,759.000000,0.604529,0.462858,0.524703,0.582522,0.226810,0.472382,0.185766,0.526665,0.179621,251.000000,0.506676,0.488743,0.472392,0.471442,0.089914,0.118376,0.089494,0.184281,687.000000,0.106780,0.152542,0.095763,0.050847,0.230508,0.128814,0.061864,0.072881,0.038136,1543.000000,0.062343,1.264368,0.105112,712.000000,5.787860,4.140158,5.605364,5.572669,1.322430,4.158413,0.957585,5.532584,0.921764,294.000000,0.401316,0.309211,0.289474,-0.780962,-0.789480,
3365,90.000000,2368.000000,26.311111,64.930325,819,1380,517.000000,5.742054,1.683070,4.227867,2.368375,5.535892,2.139424,550.000000,0.592624,0.477366,0.530707,0.575704,0.220960,0.484704,0.183544,0.535244,0.162254,172.000000,0.508000,0.507662,0.447180,0.481048,0.106000,0.135909,0.088028,0.157193,458.000000,0.073960,0.124807,0.093991,0.040062,0.197227,0.158706,0.077042,0.100154,0.057011,1039.000000,0.168564,1.193117,0.224968,517.000000,5.742054,4.227867,5.535892,5.573482,1.299838,4.251857,0.965628,5.471586,0.906669,209.000000,0.406736,0.290155,0.303109,-1.711487,1.888538,
1298,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.384030,-0.586670,
3037,8.000000,1499.000000,187.375000,494.057815,539,921,348.000000,5.722324,1.648127,4.137140,2.365251,5.598027,2.125535,368.000000,0.595356,0.467707,0.527576,0.587891,0.202869,0.467965,0.167802,0.527535,0.169294,88.000000,0.444667,0.426240,0.369704,0.471111,0.048954,0.097761,0.091578,0.194495,272.000000,0.087571,0.138418,0.144068,0.062147,0.220339,0.161017,0.067797,0.050847,0.033898,707.000000,0.228195,1.160038,0.310625,348.000000,5.722324,4.137140,5.598027,5.601494,1.180937,4.104971,0.899797,5.536494,0.886347,124.000000,0.390805,0.293103,0.316092,-0.333437,-0.494483,
2619,385.000000,16212.000000,42.109091,47.429043,1899,8170,1168.000000,6.281955,1.654585,4.217960,2.424791,5.835440,2.111950,1264.000000,0.673308,0.473414,0.543348,0.615105,0.218977,0.468803,0.181198,0.535215,0.172133,436.000000,0.402705,0.369176,0.202779,0.566920,0.030397,0.036723,0.044020,0.344664,1103.000000,0.184574,0.121735,0.126663,0.052735,0.276491,0.071710,0.082307,0.035732,0.016511,2618.000000,0.299186,1.250453,0.446256,1168.000000,6.281955,4.217960,5.835440,5.766310,1.263325,4.176447,0.924589,5.646515,0.907965,505.000000,0.567767,0.285838,0.146394,-1.081132,-0.242507,
2214,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.373325,-0.923151,
693,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.373325,-0.923151,
127,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,-0.442590,1.252451,
648,6.000000,166.000000,27.666667,16.427619,82,109,56.000000,6.227568,1.618784,4.096351,2.431486,5.884595,2.168243,58.000000,0.686564,0.440436,0.518013,0.667793,0.173176,0.436276,0.129271,0.518121,0.153630,12.000000,0.000000,0.196333,0.017000,0.580769,0.000000,0.034647,0.001000,0.444118,41.000000,0.200000,0.100000,0.180000,0.060000,0.340000,0.060000,0.020000,0.040000,0.000000,122.000000,0.216795,1.293913,0.287717,56.000000,6.227568,4.096351,5.884595,6.104464,0.971808,3.978750,0.774916,5.871964,0.776714,23.000000,0.666667,0.200000,0.133333,0.678952,-2.333604,
1838,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.541257,1.704165,
2170,14.000000,1196.000000,85.428571,125.629317,360,697,209.000000,5.816689,1.629977,4.042268,2.335601,5.700726,2.126145,226.000000,0.595812,0.431209,0.496070,0.609221,0.202848,0.455597,0.182774,0.518540,0.177039,59.000000,0.354875,0.404857,0.378179,0.548647,0.098576,0.039361,0.102424,0.194312,169.000000,0.092697,0.098315,0.115169,0.075843,0.176966,0.174157,0.087079,0.033708,0.039326,507.000000,0.298791,1.204190,0.316396,209.000000,5.816689,4.042268,5.700726,5.745789,1.153835,4.041627,0.921399,5.648852,0.913964,77.000000,0.471338,0.184713,0.343949,-1.344007,0.004860,
2938,10.000000,1175.000000,117.500000,89.692375,426,661,256.000000,5.974594,1.657513,4.087005,2.348579,5.589695,2.097234,278.000000,0.624183,0.439438,0.504874,0.601579,0.213945,0.452345,0.177816,0.508989,0.161100,85.000000,0.533200,0.550368,0.290833,0.490625,0.068948,0.090147,0.045129,0.270690,196.000000,0.136546,0.128514,0.120482,0.052209,0.236948,0.108434,0.068273,0.056225,0.036145,570.000000,0.194346,1.181405,0.240906,256.000000,5.974594,4.087005,5.589695,5.794727,1.256628,4.105273,0.891691,5.518398,0.951461,115.000000,0.542857,0.274286,0.182857,-0.180624,-1.199710,
2111,75.000000,1753.000000,23.373333,22.096088,461,933,295.000000,5.817549,1.673121,4.293791,2.402500,5.668938,2.105016,320.000000,0.590028,0.484537,0.522373,0.564837,0.244409,0.489897,0.187638,0.520691,0.179428,119.000000,0.478595,0.556478,0.394667,0.561367,0.074092,0.107105,0.108987,0.211393,299.000000,0.116641,0.107309,0.110420,0.068429,0.175739,0.158631,0.097978,0.066874,0.040435,692.000000,0.177695,1.290594,0.303163,295.000000,5.817549,4.293791,5.668938,5.579356,1.398645,4.272068,0.960015,5.525017,0.963134,165.000000,0.491379,0.221264,0.287356,-0.663623,0.459647,
176,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.373325,-0.923151,
2544,5.000000,426.000000,85.200000,106.736592,192,398,99.000000,5.521618,1.751078,4.147892,2.366275,5.453480,2.192745,103.000000,0.508197,0.467663,0.436341,0.591942,0.214627,0.450136,0.157050,0.500087,0.162204,30.000000,0.198600,0.282714,0.471277,0.501667,0.012896,0.025701,0.287662,0.117273,71.000000,0.093168,0.049689,0.049689,0.043478,0.130435,0.304348,0.254658,0.031056,0.018634,246.000000,0.137923,1.295837,0.194202,99.000000,5.521618,4.147892,5.453480,5.819596,1.154250,4.152424,0.792362,5.573434,0.889218,30.000000,0.267606,0.169014,0.563380,0.225969,0.631728,
1476,80.000000,2049.000000,25.612500,22.760444,484,1229,290.000000,5.978552,1.655476,4.200510,2.346869,5.696897,2.175352,317.000000,0.634293,0.450602,0.529293,0.616382,0.214789,0.459006,0.179994,0.524801,0.167721,100.000000,0.483282,0.487077,0.318341,0.539236,0.082667,0.083316,0.061434,0.250697,267.000000,0.120301,0.153383,0.160902,0.060150,0.210526,0.106767,0.055639,0.052632,0.022556,692.000000,0.219368,1.174222,0.334004,290.000000,5.978552,4.200510,5.696897,5.783552,1.286339,4.164552,0.947118,5.637931,0.878786,152.000000,0.524242,0.272727,0.203030,-0.217463,0.512654,
332,7.000000,1838.000000,262.571429,420.444946,388,1237,245.000000,6.040258,1.673411,4.180698,2.392997,5.731796,2.151873,263.000000,0.651919,0.468454,0.561031,0.636027,0.184193,0.458977,0.161242,0.561281,0.159714,60.000000,0.552714,0.469000,0.154829,0.529364,0.039081,0.033162,0.032061,0.344889,184.000000,0.166987,0.128599,0.101727,0.042226,0.328215,0.095969,0.078695,0.019194,0.011516,570.000000,0.379944,1.204346,0.524440,245.000000,6.040258,4.180698,5.731796,5.864612,1.065619,4.069918,0.875912,5.724408,0.805684,67.000000,0.683333,0.233333,0.083333,-0.780962,-0.789480,
2380,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.867375,-0.548259,
2013,1.000000,4.000000,4.000000,0.000000,4,4,3.000000,6.903333,1.630000,4.406667,2.623333,5.733333,2.176667,3.000000,0.779000,0.502667,0.559000,0.779000,0.151793,0.502667,0.185950,0.559000,0.121947,3.000000,0.000000,0.000000,0.017000,0.755000,0.000000,0.000000,0.005667,0.503333,8.000000,0.250000,0.125000,0.250000,0.000000,0.250000,0.000000,0.125000,0.000000,0.000000,8.000000,0.677000,2.804685,0.677000,3.000000,6.903333,4.406667,5.733333,6.903333,1.130059,4.406667,1.180268,5.733333,1.215333,1.000000,1.000000,0.000000,0.000000,1.071901,0.846830,
