query_index,score,submission.score,arousal,valence,dataset,artist_name,song_name,n_words,submission.n_comments,min.Valence,min.Arousal,min.Dominance,max.Valence,max.Arousal,max.Dominance,mean.Valence,mean.Arousal,mean.Dominance,std.Valence,std.Arousal,std.Dominance
99,1.8992248062015504,25294.488372093023,0.148915385,0.068423077,AMG1608,The Buckinghams,Kind of a Drag,2540,22242,0.0,0.13,0.148,1.0,0.971,0.953,0.6551031914893617,0.45883085106382976,0.5312563829787234,0.21124285341945645,0.16426094887126566,0.16097163447363666
100,4.228960396039604,11639.02599009901,0.520584615,0.355388462,AMG1608,The Kinks,You Really Got Me,14994,17203,0.0,0.073,0.096,1.0,0.971,0.991,0.6392499104263705,0.45711053385883194,0.5326175206019348,0.2021318083338821,0.16377946263620116,0.1626143628317961
101,4.4164345403899725,4561.912256267409,0.556519231,-0.397903846,AMG1608,Nine Inch Nails,Wish,9142,10616,0.0,0.073,0.045,1.0,0.971,0.981,0.6409142217802087,0.46195624067628044,0.5368137742416709,0.20554330223552808,0.166044483585908,0.16257440476450455
102,3.4053627760252367,8931.266561514196,0.083288462,0.001461538,AMG1608,Lisa Loeb,Stay,8807,16497,0.0,0.09,0.087,1.0,0.959,0.981,0.652035848047084,0.4614240235420011,0.5327078651685393,0.20746244115323434,0.1648384463218062,0.15657590719737602
103,2.5643835616438357,24729.109589041094,0.240807692,0.357073077,AMG1608,Frank Sinatra,The Lady Is a Tramp,3903,28261,0.0,0.09,0.12,1.0,0.959,0.991,0.6531750162654523,0.45667729342875735,0.5295237475601822,0.218459712033264,0.16939748070662988,0.1626530356775222
104,15.115555555555556,69862.68444444444,0.541065385,-0.361742308,AMG1608,Cypress Hill,How I Could Just Kill a Man,5211,40599,0.0,0.09,0.045,1.0,0.959,0.966,0.5952595196250733,0.47892735793790275,0.5299285295840656,0.2293945392766466,0.18461018941378954,0.16536503243164544
105,1.1151079136690647,2966.2625899280574,0.528423077,0.457219231,AMG1608,Black Oak Arkansas,Jim Dandy,3198,3444,0.0,0.073,0.131,1.0,0.945,0.927,0.6345999999999999,0.4684565400843882,0.5279789029535865,0.20781194477674256,0.1787658611650626,0.16468887146865693
106,2.879350348027842,5012.626450116009,0.06435,0.470396154,AMG1608,Fred Astaire,Puttin'' on the Ritz,4561,5300,0.0,0.09,0.087,1.0,0.948,0.981,0.6505737704918032,0.46195142683667273,0.5296703096539161,0.20322421878950214,0.17392790526461502,0.16716810025024836
107,1.1435185185185186,2486.625,-0.001765385,0.434115385,AMG1608,John Sebastian,Welcome Back,1906,3466,0.031,0.13,0.102,1.0,0.971,0.943,0.6665645161290322,0.4430497311827957,0.534622311827957,0.20153451992909188,0.1644774226364463,0.1643569584293597
108,2.273755656108597,8529.9592760181,0.443823077,0.2672,AMG1608,Madness,House of Fun,5059,8363,0.0,0.073,0.102,1.0,0.945,0.991,0.6538051335777895,0.4565348349921425,0.5277647983237297,0.20975999251526906,0.166204959431288,0.1652283937902025
109,1.6266318537859008,2665.2114882506526,0.091196154,0.227642308,AMG1608,Miles Davis,Tutu,4803,3811,0.0,0.082,0.112,1.0,0.971,0.981,0.6204510469722694,0.4554255800792304,0.5156383701188455,0.21071373010883213,0.1676056958717808,0.1629689711910458
110,1.9053030303030303,1149.784090909091,0.413976923,0.356180769,AMG1608,Sparks,Cool Places,2596,1627,0.02,0.073,0.102,1.0,0.959,0.981,0.6411692307692307,0.4625197802197802,0.5279021978021978,0.19955637801661064,0.1714756479740971,0.16362876997215708
111,9.466216216216216,82298.68378378378,0.209553846,0.342430769,AMG1608,Men at Work,Down Under,9597,107004,0.0,0.09,0.096,1.0,0.96,0.991,0.6352513534416087,0.46029853054911063,0.5296908997164217,0.20829329547358358,0.16823664868024574,0.16224619516804858
112,1.8407494145199064,11416.16393442623,-0.159665385,0.093423077,AMG1608,Paul McCartney,Mull of Kintyre,4325,14683,0.0,0.1,0.087,1.0,0.941,0.938,0.6646497963932518,0.4543094822571263,0.5219680046538685,0.21284945132062366,0.1582773044258006,0.1653421563346232
113,2.5821596244131455,2998.6150234741785,-0.156873077,-0.351276923,AMG1608,"Bobby ""Blue"" Bland""",Cry Cry Cry,2089,1465,0.012,0.091,0.045,1.0,0.959,0.991,0.6570175658720201,0.45165746549560853,0.5250803011292347,0.22260613682772554,0.15937455286401087,0.1698286857051877
114,3.9324055666003974,22761.50894632207,0.362019231,0.190576923,AMG1608,David Bowie,Rebel Rebel,7103,25320,0.0,0.108,0.096,1.0,0.971,0.981,0.6342622538751571,0.45848470883954756,0.5293129451193969,0.21840387220755314,0.17145071822879726,0.16974826441898877
115,2.76890756302521,1389.40756302521,-0.381411538,-0.242173077,AMG1608,Neil Young,Cowgirl in the Sand,2597,1426,0.012,0.069,0.102,1.0,0.945,0.991,0.6579006147540983,0.45546311475409834,0.5382192622950819,0.20190751718808683,0.16291129148863034,0.16648391337663473
116,5.568181818181818,11742.554545454546,0.563119231,0.19185,AMG1608,Dick Dale,Misirlou,9298,17396,0.0,0.073,0.087,1.0,0.959,0.963,0.6371350059737155,0.47011290322580646,0.529689366786141,0.20575832835022623,0.17013336068818502,0.1615697504700147
117,1.7531914893617022,15479.434042553192,-0.448192308,-0.258380769,AMG1608,Tindersticks,Here,2872,9051,0.0,0.073,0.081,1.0,0.971,0.981,0.6512655642023346,0.4569221789883269,0.5364416342412451,0.22030133497064175,0.16789823323312064,0.16826562293524558
118,1.305084745762712,435.8813559322034,-0.295865385,-0.392946154,AMG1608,Leonard Cohen,Everybody Knows,382,80,0.02,0.135,0.172,1.0,0.946,0.914,0.6526285714285714,0.471,0.5533928571428571,0.23715111725482274,0.18270517194681463,0.1746603979866974
119,2.8310502283105023,9139.068493150686,0.460811538,0.008430769,AMG1608,Kool Moe Dee,How Ya Like Me Now,2020,4205,0.0,0.09,0.148,1.0,0.949,0.953,0.6292622222222222,0.45892740740740734,0.5217644444444445,0.20911681807161195,0.17511368686609913,0.16440367714968027
120,1.0220820189274449,3696.1261829653,-0.235180769,0.154957692,AMG1608,Connie Francis,Where the Boys Are,3588,3225,0.0,0.09,0.045,1.0,0.945,0.991,0.6804234172906739,0.4570782845473111,0.5419809394145678,0.2106962776441715,0.16402495738955855,0.15908219703352527
121,0.8969072164948454,55172.02749140893,-0.374353846,0.332442308,AMG1608,Frank Sinatra,Stardust,3458,29629,0.0,0.112,0.081,1.0,0.948,0.981,0.6224040720438528,0.46715270164447925,0.5312592012529366,0.22218641651204743,0.16943588226814235,0.16861483720693368
122,1.3773584905660377,2322.0817610062895,-0.109623077,0.336246154,AMG1608,Lou Reed,Street Hassle,2037,1121,0.021,0.118,0.12,1.0,0.945,0.991,0.6484297752808988,0.4512373595505618,0.5295463483146068,0.20746718680028475,0.16016834887280723,0.16848292417662913
123,4.482,4600.3,0.629842308,-0.131065385,AMG1608,Ministry,Jesus Built My Hotrod,5929,7302,0.0,0.073,0.045,1.0,0.952,0.991,0.6157503367759317,0.46525774584643015,0.518889537494387,0.21891663458115185,0.1733300167980676,0.16123639655278202
124,4.196428571428571,48465.920918367345,-0.501984615,-0.223142308,AMG1608,George Jones,He Stopped Loving Her Today,7403,42595,0.0,0.127,0.113,1.0,0.96,0.971,0.6382393336042259,0.4563421373425437,0.5317318163348232,0.2278127458411531,0.16963483727231712,0.15746624492946856
125,1.2883435582822085,6229.049079754601,-0.571007692,-0.192511538,AMG1608,American Music Club,The Thorn in My Side Is Gone,2792,3475,0.0,0.1,0.045,1.0,0.951,0.943,0.632335396039604,0.46051856435643557,0.5296163366336634,0.2110732946093388,0.16825855524917918,0.16949890089073685
126,0.7808219178082192,18002.157534246577,0.3428,0.385623077,AMG1608,Charles Wright,Express Yourself,2757,7307,0.021,0.135,0.101,1.0,0.971,0.991,0.6866278755074425,0.4589377537212449,0.5435778078484439,0.2040612210390065,0.15951632999409432,0.1556468723859713
127,1.2413793103448276,5022.683385579938,-0.066896154,0.345084615,AMG1608,The Rascals,Groovin'',3099,4212,0.0,0.105,0.045,1.0,0.965,0.991,0.6428343701399689,0.45910886469673406,0.5282052877138415,0.2086952159680924,0.16779452590965846,0.15999996061294153
128,1.8403361344537814,14446.453781512606,0.376823077,0.1745,AMG1608,Wilco,A Shot in the Arm,4624,8486,0.0,0.091,0.087,1.0,0.971,0.983,0.6314857938718663,0.4612512534818941,0.5221465181058496,0.209758211907211,0.16685177516107938,0.1607091143483675
129,1.7806451612903227,9296.661290322581,0.487707692,0.291576923,AMG1608,The Guess Who,No Sugar Tonight/New Mother Nature,3492,9170,0.0,0.09,0.113,1.0,0.952,0.991,0.6506934460887949,0.45809231853417903,0.5270204369274136,0.20878844147294173,0.1760716070076831,0.16002252663911706
130,25.136196319018406,28434.080981595092,0.644507692,-0.107703846,AMG1608,The Prodigy,Firestarter,8616,67936,0.0,0.069,0.087,1.0,0.965,0.972,0.627379891459583,0.46523764638674664,0.5235758354755785,0.2120161535249875,0.17116184010479357,0.16143065836954024
131,0.7305555555555555,19609.172222222223,0.262680769,0.370723077,AMG1608,T. Rex,Bang a Gong (Get It On),5959,19131,0.0,0.073,0.081,1.0,0.959,0.981,0.6295208078335375,0.4674075887392901,0.5283800489596083,0.20939189034709882,0.17092306679242172,0.16533777890318027
132,6.433110367892977,21301.02508361204,0.207488,0.1516,AMG1608,The Rolling Stones,Gimme Shelter,6832,35983,0.0,0.09,0.125,1.0,0.971,0.991,0.6306336039534063,0.46327956230144723,0.5323716907871514,0.22016404682518753,0.17704629548193362,0.16143552657540525
133,0.931740614334471,29732.668941979522,0.05526,0.196836,AMG1608,Ian Dury,Sex & Drugs & Rock & Roll,4637,19075,0.0,0.123,0.114,1.0,0.946,0.991,0.6417068656716417,0.47370029850746265,0.5437820895522388,0.22439326007678606,0.17290268315847354,0.16581375933666173
134,1.3146417445482865,4186.666666666667,-0.320144,-0.180764,AMG1608,Jerry Lee Lewis,Middle Age Crazy,3562,12783,0.0,0.073,0.087,1.0,0.971,0.981,0.6492852137351086,0.45755010511562716,0.5284905395935529,0.21258621700853153,0.1719773321756301,0.15971590008302228
135,4.671264367816092,7800.95632183908,0.523396,0.232232,AMG1608,Destiny''s Child,Say My Name,4402,10297,0.0,0.105,0.087,1.0,0.971,0.972,0.634943670886076,0.45627658227848095,0.5189132911392406,0.2067557874878644,0.1735973155043391,0.16214461039682598
136,1.006578947368421,1496.907894736842,0.394528,0.37244,AMG1608,Laura Lee,Wedlock Is a Padlock,2072,605,0.02,0.135,0.102,1.0,0.949,0.938,0.6456724637681159,0.4553739130434783,0.5399173913043478,0.19537749541286714,0.15734867649530934,0.16047801549176344
137,1.0837004405286343,1900.5947136563877,0.270448,0.16956,AMG1608,"Johnny ""Guitar"" Watson""",Gangster of Love,2401,1610,0.0,0.09,0.12,1.0,0.959,0.974,0.6448421052631579,0.4458515789473684,0.5224347368421053,0.19805887916530404,0.1543051117621991,0.15696208241080306
138,1.3055555555555556,2480.3571428571427,0.374944,0.245632,AMG1608,The Flamin'' Groovies,Slow Death,2372,1504,0.0,0.073,0.087,1.0,0.931,0.953,0.6282445255474451,0.44882725060827255,0.5126581508515815,0.20801726788847794,0.16338182813775542,0.1593473249349777
139,13.074906367041198,5486.524344569289,-0.486444,-0.206696,AMG1608,Julie London,Cry Me a River,5643,1826,0.02,0.073,0.087,1.0,0.953,0.981,0.6496675406397483,0.46049082328264285,0.5334792868379654,0.20369219574889483,0.1607227684058929,0.15616365472677485
140,17.555,108377.75166666666,-0.011536,0.285564,AMG1608,John Denver,Rocky Mountain High,8018,186573,0.0,0.069,0.087,1.0,0.944,0.991,0.6339429162969535,0.45216799763383614,0.5271011535048802,0.22377388734534362,0.16809107718728983,0.16352982411293873
141,1.395973154362416,9955.617449664429,0.080944,0.48658,AMG1608,Cab Calloway,Everybody Eats When They Come to My House,1794,2281,0.021,0.123,0.087,1.0,0.959,0.94,0.653144634525661,0.44400933125972,0.5061928460342145,0.20364553511036776,0.15600679923682514,0.15626041690929374
142,1.7295918367346939,913.2602040816327,0.288973333,-0.034446667,AMG1608,Nancy Sinatra,These Boots Are Made for Walkin'',2141,900,0.02,0.073,0.131,1.0,0.948,0.991,0.626489841986456,0.45658690744920993,0.5173295711060949,0.22039429845019481,0.17440700760854677,0.16794537639436585
143,1.8884297520661157,3708.6528925619837,-0.261972,0.015776,AMG1608,Joni Mitchell,Amelia,3790,6453,0.0,0.073,0.102,1.0,0.943,0.971,0.6546228239845261,0.4554422952933591,0.5476860090264346,0.20676167416747257,0.16013055275644017,0.16798396637466648
144,1.618320610687023,2248.442748091603,-0.371856,0.146584,AMG1608,Albert Ayler,Spirits Rejoice,3505,2823,0.0,0.082,0.101,1.0,0.948,0.991,0.6424239482200647,0.4634021035598706,0.5387807443365695,0.2152012970686433,0.1669402840081484,0.16697266275247571
145,0.8837209302325582,19364.91162790698,0.689256,-0.33822,AMG1608,Atari Teenage Riot,Deutschland (Has Gotta Die!),3132,16350,0.0,0.073,0.116,1.0,0.969,0.991,0.6616639477977162,0.45482137030995107,0.5364184339314845,0.2219476267445656,0.172915054950838,0.17649548145547095
146,2.7583333333333333,15656.904166666667,-0.049906667,-0.06404,AMG1608,Elton John,Madman Across the Water,3401,8010,0.0,0.069,0.069,1.0,0.944,0.944,0.6275321100917431,0.45415137614678897,0.526905504587156,0.22000013643903188,0.16866280666903533,0.16420169814587052
147,7.516556291390729,18039.331125827815,0.523136,0.465936,AMG1608,Aretha Franklin,Think,5195,12060,0.0,0.073,0.102,1.0,0.959,0.981,0.6382136020151132,0.4541093198992443,0.5268811083123426,0.2169507820939631,0.1690014364524004,0.16472760681304052
148,2.8440860215053765,730.7795698924731,-0.258716,0.107832,AMG1608,"Lee ""Scratch"" Perry""",Roast Fish and Cornbread,1545,350,0.031,0.09,0.175,1.0,0.951,0.963,0.6834091743119266,0.44572477064220184,0.5391302752293579,0.194377058122868,0.16598307140158908,0.16496280636089117
149,1.5877862595419847,2617.828244274809,0.271556,0.097856,AMG1608,The Who,I Can See for Miles,3785,1541,0.0,0.09,0.102,1.0,0.948,0.953,0.6319200310559006,0.46564052795031063,0.5317461180124223,0.21317285405433578,0.16711861465199507,0.16440811875010308
150,1.4615384615384615,9046.490384615385,0.575628,0.447948,AMG1608,Bow Wow Wow,I Want Candy,3921,5329,0.0,0.118,0.102,1.0,0.939,0.974,0.6187256198347109,0.4590206611570248,0.5163314049586777,0.23482081038682207,0.16603107545805806,0.16485061565268205
151,1.831858407079646,596.6017699115044,-0.210504,-0.370776,AMG1608,David Ackles,American Gothic,1832,151,0.0,0.154,0.087,1.0,0.931,0.981,0.646492119089317,0.4684798598949212,0.5435061295971979,0.2256456261973469,0.1673492016575488,0.17408450624119115
152,74.84032634032634,68281.39743589744,0.573312,-0.148808,AMG1608,Metallica,Master of Puppets,8927,124246,0.0,0.071,0.081,1.0,0.965,0.981,0.62947967691506,0.46431162063574777,0.5305398645127671,0.21817281474861788,0.17255793110914414,0.165042016432475
153,2.586206896551724,2654.2758620689656,0.264388,0.134788,AMG1608,Johnny Cash,Get Rhythm,2596,1730,0.0,0.123,0.102,1.0,0.945,0.938,0.6527732342007435,0.4687946096654275,0.5410604089219331,0.22023701961411246,0.17040237908792308,0.1698363126411827
154,1.0481927710843373,1920.2048192771085,-0.158972,-0.17098,AMG1608,Elmore James,The Sky Is Crying,1107,197,0.021,0.123,0.149,1.0,0.948,0.952,0.6426975308641976,0.47215432098765436,0.5380586419753087,0.2021852471706357,0.18487494127966558,0.17127055602647395
155,5.759067357512953,108087.5,0.341196,0.356608,AMG1608,Ray Stevens,The Streak,3626,111510,0.0,0.09,0.087,1.0,0.931,0.953,0.6417943409247757,0.45346997929606625,0.5231780538302278,0.2182862728200159,0.16534546737113517,0.1597306868077899
156,1.0771704180064308,6052.122186495177,0.322096,-0.113152,AMG1608,Paul Weller,Sunflower,3046,5424,0.0,0.112,0.081,1.0,0.971,0.991,0.6540128314798973,0.466869118905047,0.5356766467065869,0.20218699555319722,0.1748067498912093,0.16750595412760066
157,0.6832579185520362,10218.135746606335,-0.244336,0.368808,AMG1608,Frank Sinatra,If I Had You,2500,9461,0.0,0.09,0.087,1.0,0.935,0.955,0.643924944812362,0.4568807947019867,0.5331158940397351,0.2194012719138161,0.17599191695975375,0.17572848478799585
158,2.310909090909091,7643.918181818181,0.133744,0.236956,AMG1608,Van Morrison,Into the Mystic,7870,12628,0.0,0.09,0.087,1.0,0.97,0.991,0.6539833594976452,0.45428602825745684,0.5309620094191523,0.20807341315797104,0.17000688393934016,0.15968683666791758
159,1.1708185053380782,6729.174377224199,0.330972,0.064312,AMG1608,Redman,Blow Your Mind,3616,4641,0.0,0.09,0.045,1.0,0.951,0.925,0.6040171890798787,0.45553589484327606,0.4971061678463094,0.19937163614561168,0.16731643508371355,0.15159888694396115
160,16.08323133414933,107923.49326805386,0.45582,0.069504,AMG1608,R.E.M.,Losing My Religion,11653,107944,0.0,0.073,0.087,1.0,0.971,0.981,0.6335858915741346,0.4606762464620074,0.5352327454822556,0.21789141877509052,0.16531044966618025,0.16417562791737494
161,1.481203007518797,1139.609022556391,0.3727,0.139216,AMG1608,Warren Zevon,"""Poor",1993,702,0.008,0.073,0.113,1.0,0.959,0.953,0.6155901408450705,0.4646169014084507,0.5278647887323944,0.2286827050573868,0.17729355302788422,0.16497101946510018
162,1.8116883116883118,7271.672077922078,0.198424,-0.019616,AMG1608,Elmore James,Dust My Broom,2962,3890,0.02,0.073,0.087,1.0,0.941,0.991,0.6453426183844011,0.45083008356545967,0.528774373259053,0.20022707502777584,0.16293821640583114,0.16610639582205852
163,12.734265734265735,4567.027972027972,0.41094,0.066456,AMG1608,Public Enemy,Fight the Power,8947,8151,0.0,0.082,0.045,1.0,0.971,0.991,0.6211607142857143,0.4747371553884712,0.5492835213032582,0.21487848267569198,0.17446922550014957,0.17155008863066354
164,1.642570281124498,3508.74297188755,-0.106592,0.257688,AMG1608,Rod Stewart,Mandolin Wind,3193,3335,0.0,0.105,0.125,1.0,0.941,0.944,0.6413698752228164,0.44203208556149737,0.5182450980392157,0.21314550800827528,0.1564855171523224,0.15985678692670255
165,2.1344086021505375,1066.8602150537633,0.095268,-0.119956,AMG1608,Phil Ochs,I Ain''t Marching Anymore,2544,736,0.0,0.082,0.081,1.0,0.959,0.991,0.6390010050251257,0.4603256281407035,0.5409065326633166,0.22702485925402713,0.17613265674803505,0.16548362848121725
166,1.1538461538461537,1467.5054945054944,-0.549076,0.14586,AMG1608,Ike Quebec,Blue and Sentimental,2044,980,0.02,0.105,0.081,1.0,0.971,0.923,0.6460782493368701,0.45541114058355436,0.511657824933687,0.19411950011035245,0.15644764385406654,0.16445142304929675
167,5.821862348178137,49238.96761133603,0.012548,0.46254,AMG1608,The Andrews Sisters,Ac-Cent-Tchu-Ate the Positive,2523,23412,0.012,0.069,0.148,1.0,0.971,0.954,0.6783014527845036,0.4419430992736077,0.5332445520581114,0.21747673630586442,0.15257322663447734,0.16188474987784127
168,8.33423180592992,29283.768194070082,-0.33466,-0.080244,AMG1608,Tom Waits,Ol'' 55,4203,48924,0.0,0.105,0.087,1.0,0.959,0.963,0.6459981389578163,0.44616749379652604,0.535643300248139,0.20985020076835342,0.1684925621470192,0.16275650794968793
169,3.4367816091954024,1013.1877394636016,-0.174752,-0.260856,AMG1608,Rahsaan Roland Kirk,The Inflated Tear,2724,794,0.0,0.105,0.114,1.0,0.971,0.991,0.6069866071428572,0.4720446428571429,0.5355571428571428,0.22333103142433502,0.175515122787041,0.15902704156505584
170,0.6079545454545454,25345.25,-0.299396,-0.231944,AMG1608,Ray Charles,Blues Is My Middle Name,1182,10020,0.021,0.073,0.106,1.0,0.97,0.953,0.6512062350119904,0.47232613908872895,0.5334076738609113,0.24620154864903881,0.16524528421267787,0.17302727869252157
171,4.19455252918288,80135.34241245135,0.401264,0.193032,AMG1608,Ivy,The Best Thing,2938,63086,0.0,0.082,0.045,1.0,0.939,0.94,0.647757644394111,0.45760249150622884,0.5265084937712344,0.21538970675885322,0.1630711816617821,0.16798686877164384
172,70.70901639344262,28844.20655737705,0.1391,0.511772,AMG1608,Monty Python,Always Look on the Bright Side of Life,16497,37493,0.0,0.073,0.102,1.0,0.96,0.991,0.6178689160086146,0.45985944005743007,0.5214456568557071,0.24264988952345157,0.16462517928371503,0.16305862875134805
